주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명
PAR-014221,홍천강변둔치주차장,공영,노외,강원도 홍천군 홍천읍 홍천로 348,강원도 홍천군 홍천읍 신장대리 63-3,530,1,미시행,평일+토요일+공휴일,9:00,9:00,9:00,9:00,9:00,9:00,무료,0,0,,,,,,,,강원도 홍천군청,033-430-2945,37.6882117,127.8844012,2019-12-03,4250000,강원도 홍천군
PAR-014222,갈마곡리노외주차장,공영,노외,강원도 홍천군 홍천읍 홍천로 462,강원도 홍천군 홍천읍 갈마곡리 449,58,1,미시행,평일+토요일+공휴일,9:00,9:00,9:00,9:00,9:00,9:00,무료,0,0,,,,,,,,강원도 홍천군청,033-430-2945,37.69462073,127.894702,2019-12-03,4250000,강원도 홍천군
PAR-014223,연봉공영노외주차장,공영,노외,강원도 홍천군 홍천읍 연봉로6길 11,강원도 홍천군 홍천읍 연봉리 150-4,50,1,미시행,평일+토요일+공휴일,9:00,9:00,9:00,9:00,9:00,9:00,무료,0,0,,,,,,,,강원도 홍천군청,033-430-2945,37.68239351,127.8759246,2019-12-03,4250000,강원도 홍천군
PAR-014224,희망리 제3공영노외주차장,공영,노외,,강원도 홍천군 홍천읍 희망리 67,102,1,미시행,평일,9:00,18:00,0:00,0:00,0:00,0:00,혼합,30,500,,0,9000,6000,50000,"현금,계좌이체,카드","주차료감면대상?有(국가유공자,장애인,경차?등)",강원도 홍천군청,033-430-2941,37.6926852,127.8860327,2019-12-03,4250000,강원도 홍천군
PAR-014225,신장대리 구홍천문화원 공영노외주차장,공영,노외,,강원도 홍천군 홍천읍 신장대리 51-20,51,1,미시행,평일,9:00,18:00,0:00,0:00,0:00,0:00,혼합,30,500,,,9000,6000,50000,"현금,계좌이체,카드","주차료감면대상?有(국가유공자,장애인,경차?등)",강원도 홍천군청,033-430-2945,37.68955716,127.8875865,2019-12-03,4250000,강원도 홍천군
PAR-014226,희망리 마지기 주택지 공영노외주차장,공영,노외,,강원도 홍천군 홍천읍 희망리 408-79,41,1,미시행,평일+토요일+공휴일,9:00,9:00,9:00,9:00,9:00,9:00,무료,0,0,,,,,,,,강원도 홍천군청,033-430-2945,37.6998075,127.8836483,2019-12-03,4250000,강원도 홍천군
PAR-014227,가산디지털역 환승,공영,노상,서울특별시 금천구 벚꽃로46길 1,서울특별시 금천구 가산동 35-2,41,4,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,100,5,100,630,10000,65000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.48295114,126.8825718,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014228,SJ테크노빌(삼보),공영,노상,서울특별시 금천구 벚꽃로278,서울특별시 금천구 가산동 60-19,37,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.4794157,126.8846349,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014229,SK트윈타워,공영,노상,서울특별시 금천구 가산디지털1로 134,서울특별시 금천구 가산동 345-10,27,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.4779533,126.8835384,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014230,세일철강 앞,공영,노상,서울특별시 금천구 가산디지털1로 52,서울특별시 금천구 가산동 326-4,18,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.4708003,126.8865519,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014231,덕성엔엠피,공영,노상,서울특별시 금천구 가산디지털1로 75-14,서울특별시 금천구 가산동 345-15,27,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.47322883,126.8839753,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014232,서부간선도로,공영,노상,서울특별시 금천구 서부샛길 418,서울특별시 금천구 가산동 557-4,43,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.47172351,126.8815132,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014233,아톰 앞,공영,노상,서울특별시 금천구 가산디지털2로 23,서울특별시 금천구 가산동 327-29,23,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.47024727,126.8829399,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014234,삼환아파트 앞,공영,노상,서울특별시 금천구 범안로12길 30,서울특별시 금천구 독산동 1004-6,24,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.46511982,126.8916563,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014235,가산디지털서측,공영,노외,서울특별시 금천구 가산디지털1로 230,서울특별시 금천구 가산동 505-3,160,3,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,150,5,150,630,9000,100000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.48571253,126.8796911,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014236,견인보관소,공영,노외,서울특별시 금천구 가산디지털2로 169-34,서울특별시 금천구 가산동 614-34,55,3,요일제,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,유료,5,150,5,150,630,9000,100000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.48330491,126.8760814,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014237,독산1동 공영주차장,공영,노외,서울특별시 금천구 범안로12가길 65,서울특별시 금천구 독산동 1006-94,66,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드(월정기만),"장애 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-808-5115,37.46494248,126.894817,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014238,독산2동 공영주차장,공영,노외,서울특별시 금천구 시흥대로98길 36,서울특별시 금천구 독산동 1050-17,66,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드(월정기만),"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-808-2211,37.4638287,126.9000362,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014239,독산3동 공영주차장,공영,노외,서울특별시 금천구 독산로108길 44,서울특별시 금천구 독산동 898-24,50,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드,"(무인시스템)장애, 유공자 80퍼센트 할인, 경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-8571,37.4794373,126.9063512,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014240,독산4동 공영주차장,공영,노외,서울특별시 금천구 독산로78다길 9,서울특별시 금천구 독산동 187-40,63,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드,"(무인시스템)장애, 유공자 80퍼센트 할인, 경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-8571,37.4694056,126.9045053,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014241,독산본동 다목적,공영,노외,서울특별시 금천구 시흥대로150길 56,서울특별시 금천구 독산동 971,46,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드(월정기만),"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-865-7557,37.4763283,126.9018963,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014242,독본 구룡 공영주차장,공영,노외,서울특별시 금천구 독산로107길 13,서울특별시 금천구 독산동 964,22,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드(월정기만),"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-830-2323,37.4778527,126.9027671,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014243,시흥1동 공영주차장,공영,노외,서울특별시 금천구 시흥대로51길 93,서울특별시 금천구 시흥동 555-3,82,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드(월정기만),"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.45070091,126.8966633,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014244,시흥3동 공영주차장,공영,노외,서울특별시 금천구 시흥대로28길 35-9,서울특별시 금천구 시흥동 942-6,44,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드(월정기만),"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-808-5995,37.44292731,126.9057097,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014245,시흥4동 효봉 주차장,공영,노외,서울특별시 금천구 독산로50마길 6,서울특별시 금천구 시흥동 3-129,69,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드(월정기만),"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-808-5775,37.46074262,126.9109727,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014246,시흥4동 공영주차장(신흥초교지하),공영,노외,서울특별시 금천구 독산로36나길 21,서울특별시 금천구 시흥동 704-56,124,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-8571,37.45934662,126.9093513,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014247,삼성 공영주차장,공영,노외,서울특별시 금천구 독산로24마길 30,서울특별시 금천구 시흥동 171-1,51,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드(월정기만),"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-808-5700,37.45458904,126.909036,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014248,가산동 공영주차장,공영,노외,서울특별시 금천구 시흥대로 153길 53,서울특별시 금천구 가산동 148-28,130,5,요일제,평일+토요일+공휴일,8:30,19:00,8:30,19:00,8:30,19:00,유료,5,65,5,65,0,0,50000,현금+카드,"(무인시스템)장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-8571,37.4766319,126.8955784,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014249,가산중학교 앞,공영,노상,서울특별시 금천구 두산로14길 18,서울특별시 금천구 독산동 300-26,19,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.469155,126.8948292,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014250,가산중학교 뒤,공영,노상,서울특별시 금천구 범안로17길 53,서울특별시 금천구 독산동 330-7,21,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.468946,126.893378,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014251,두산공원,공영,노상,서울특별시 금천구 가산로5길 13,서울특별시 금천구 독산동 297-20,31,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.47344357,126.8938781,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014252,범일운수 뒤,공영,노상,서울특별시 금천구 범안로9길 23,서울특별시 금천구 독산동 1001-2,41,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.46772765,126.8900337,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014253,사조냉장 옆(노상),공영,노상,서울특별시 금천구 두산로7길 16,서울특별시 금천구 독산동 303-2,27,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.47114968,126.8919776,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014254,신천지예식장 뒤,공영,노상,서울특별시 금천구 시흥대로139길 15,서울특별시 금천구 독산동 152-1,22,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.47278337,126.8972027,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014255,모아래,공영,노상,서울특별시 금천구 가산로3길 92,서울특별시 금천구 독산동 336-3,27,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.4725322,126.8904201,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014256,세라믹기술원 옆,공영,노상,서울특별시 금천구 가산로7길 77,서울특별시 금천구 가산동 237-101,13,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.47357285,126.8894373,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014257,지식산업센터 앞,공영,노상,서울특별시 금천구 벚꽃로24길 26,서울특별시 금천구 가산동 219-7,23,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.4740567,126.8888125,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014258,LG전자 앞,공영,노상,서울특별시 금천구 가산로9길 87,서울특별시 금천구 가산동 60-32,35,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.4743863,126.8883101,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014259,우리은행 옆,공영,노상,서울특별시 금천구 디지털로12길 21,서울특별시 금천구 가산동 60-10,12,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.47773953,126.8898789,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014260,만승 뒤,공영,노상,서울특별시 금천구 디지털로11길 8,서울특별시 금천구 가산동 139-18,11,2,요일제,평일,8:30,19:00,0:00,0:00,0:00,0:00,유료,5,250,5,250,630,15000,130000,현금+카드,"장애, 유공자 80퍼센트 할인경차, 저공해차량 50퍼센트 할인,모범납세자 1년 면제",서울특별시 금천구시설관리공단 (구청위탁),02-809-0061,37.4789635,126.8888324,2019-11-25,B551898,서울특별시금천구시설관리공단
PAR-014261,동백노상,공영,노상,경기도 용인시 기흥구 동백중앙로 214,경기도 용인시 기흥구 동백동 1058,37,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시  용인도시공사(위탁),031-338-6581,37.27253384,127.1516623,2019-09-30,4050000,경기도 용인시
PAR-014262,행정타운 주변,공영,노상,경기도 용인시 처인구 중부대로 1199,경기도 용인시 처인구 삼가동 556번지,123,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 회계과,031-324-3104,37.24086706,127.1779688,2019-09-30,4050000,경기도 용인시
PAR-014263,국도 42호선 주변,공영,노상,경기도 용인시 처인구 김량장동 380,경기도 용인시 처인구 김량장동 380 일원마평동 612-19 일원,129,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2337725,127.1974059,2019-09-30,4050000,경기도 용인시
PAR-014264,금학천노상주차장,공영,노상,경기도 용인시 처인구 용문로 일원,경기도 용인시 처인구 김량장동 224-2 일원,25,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2365466,127.2034533,2019-09-30,4050000,경기도 용인시
PAR-014265,금호어울림 주변,공영,노상,경기도 용인시 처인구 중부대로1353번길 일원,경기도 용인시 처인구 김량장동 381 일원,109,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.227738,127.2013567,2019-09-30,4050000,경기도 용인시
PAR-014266,명지대사거리 주변,공영,노상,경기도 용인시 처인구 중부대로1313번길 일원,경기도 용인시 처인구 역북동 426-7 일원,27,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2369912,127.1905398,2019-09-30,4050000,경기도 용인시
PAR-014267,문예회관 주변,공영,노상,경기도 용인시 처인구 중부대로1408번길 일원,경기도 용인시 처인구 김량장동 384 일원,163,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.227738,127.2013567,2019-09-30,4050000,경기도 용인시
PAR-014268,송전초등학교 주변,공영,노상,경기도 용인시 처인구 경기동로706번길 일원,경기도 용인시 처인구 이동면 송전리 605-3 일원,10,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.1381449,127.1975209,2019-09-30,4050000,경기도 용인시
PAR-014269,양지천 노상주차장,공영,노상,경기도 용인시 처인구 금학로 일원,경기도 용인시 처인구 마평동 950 일원,62,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.1947915,127.268207,2019-09-30,4050000,경기도 용인시
PAR-014270,오성웨딩홀 주변,공영,노상,경기도 용인시 처인구 금령로39번길 일원,경기도 용인시 처인구 김량장동 382 일원,68,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.227738,127.2013567,2019-09-30,4050000,경기도 용인시
PAR-014271,용인고등학교 주변,공영,노상,경기도 용인시 처인구 금학로 253번길 일원,경기도 용인시 처인구 역북동 484 일원,68,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2433188,127.1772227,2019-09-30,4050000,경기도 용인시
PAR-014272,개정면1,공영,노외,"전라북도 군산시 개정면 개정문화길61, (통사리)",전라북도 군산시 개정면 통사리 577-4,14,기타,미시행,평일+토요일+공휴일,0:00,23:59,0:00,23:59,0:00,23:59,무료,0,,,,,,,,,전라북도 군산시청,063-454-3812,35.95477542,126.8015501,2022-09-01,4670000,전라북도 군산시
PAR-014273,(구)용인교육청 앞,공영,노상,경기도 용인시 처인구 학산로 일원,경기도 용인시 처인구 김량장동 196-6 일원,37,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2388534,127.2033806,2019-09-30,4050000,경기도 용인시
PAR-014274,처인구청 주변,공영,노상,경기도 용인시 처인구 금령로12번길 일원,경기도 용인시 처인구 김량장동 383 일원,102,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.227738,127.2013567,2019-09-30,4050000,경기도 용인시
PAR-014275,외대 진입로,공영,노상,경기도 용인시 처인구 외대로 일원,경기도 용인시 처인구 모현면 왕산리 945-2 일원,82,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.3366757,127.2518127,2019-09-30,4050000,경기도 용인시
PAR-014276,처인성로 주변,공영,노상,경기도 용인시 처인구 처인성로 일원,경기도 용인시 처인구 남사면 봉무리 652-1 일원,57,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.1135052,127.1511598,2019-09-30,4050000,경기도 용인시
PAR-014277,고당로 주변,공영,노상,경기도 용인시 처인구 고당로 일원,경기도 용인시 처인구 원삼면 고당리 308-3 일원,92,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.1644786,127.3065378,2019-09-30,4050000,경기도 용인시
PAR-014278,(구)백암면사무소 주변,공영,노상,경기도 용인시 처인구 백원로 일원,경기도 용인시 처인구 백암면 백암리 375-15 일원,47,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.1655606,127.3728335,2019-09-30,4050000,경기도 용인시
PAR-014279,전대리 일원,공영,노상,경기도 용인시 처인구 성산로692번길 일원,경기도 용인시 처인구 포곡읍 전대리 546-53 일원,84,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2882085,127.2155102,2019-09-30,4050000,경기도 용인시
PAR-014280,백원리 일원,공영,노상,경기도 용인시 처인구 백원로 일원,경기도 용인시 처인구 백암면 백암리 363-16 일원,47,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.1667257,127.3748321,2019-09-30,4050000,경기도 용인시
PAR-014281,용인시청 주변,공영,노상,경기도 용인시 처인구 중부대로1161번길 일원,경기도 용인시 처인구 삼가동 559 일원,120,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2433188,127.1772227,2019-09-30,4050000,경기도 용인시
PAR-014282,도사마을 진입로,공영,노상,경기도 용인시 처인구 백옥대로 일원,경기도 용인시 처인구 포곡읍 삼계리 607-1 일원,13,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2950207,127.2345103,2019-09-30,4050000,경기도 용인시
PAR-014283,용동중학교 주변,공영,노상,경기도 용인시 처인구 남곡로 일원,경기도 용인시 처인구 양지면 남곡리 167-3 일원,19,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 처인구청,031-324-5392,37.2316592,127.2849235,2019-09-30,4050000,경기도 용인시
PAR-014284,구갈1리 소공원 주변,공영,노상,경기도 용인시 기흥구 신구로 일원,경기도 용인시 기흥구 신갈동 47-2 일원,94,1,미시행,평일+토요일+공휴일,23:59,23:59,23:59,23:59,23:59,23:59,무료,0,0,0,0,0,0,0,,,용인시 기흥구청,031-324-6351,37.2756292,127.1092742,2019-09-30,4050000,경기도 용인시
